Customer ID,Customer Name,Revenue,Profit,Orders,Cluster,Segment_Type
JW-5220,Jane Waco,7184.7,2150.7,6,0,Low Value
JW-5955,Joni Wasserman,307.8,32.3,2,0,Low Value
JW-6075,Julia West,747.2,272.5,4,0,Low Value
KA-16525,Kelly Andreada,17450.2,1299.7,35,1,Regular
KA-6525,Kelly Andreada,1429.8,101.49999999999997,7,0,Low Value
KB-16240,Karen Bern,9900.8,1801.7,27,1,Regular
KB-16315,Karl Braun,14543.1,1419.8,29,1,Regular
KB-16405,Katrina Bavinger,13786.6,724.1,28,1,Regular
KB-16585,Ken Black,16385.8,1398.4,27,1,Regular
KB-16600,Ken Brennan,10296.0,887.6999999999999,25,1,Regular
KB-6240,Karen Bern,1945.2,517.4,7,0,Low Value
KB-6315,Karl Braun,2958.0,365.7,11,0,Low Value
KB-6405,Katrina Bavinger,238.5,-105.7,3,0,Low Value
KB-6585,Ken Black,216.8,-47.2,2,0,Low Value
KB-6600,Ken Brennan,1168.0,158.9,11,0,Low Value
KC-16255,Karen Carlisle,9322.0,2139.6,27,1,Regular
KC-16540,Kelly Collister,18897.2,2344.2,25,2,High Value
KC-16675,Kimberly Carter,13531.2,2265.9,23,1,Regular
KC-6255,Karen Carlisle,1094.5,-160.2,8,0,Low Value
KC-6540,Kelly Collister,505.90000000000003,14.200000000000006,7,0,Low Value
KC-6675,Kimberly Carter,391.9,-120.89999999999999,3,0,Low Value
KD-16270,Karen Daniels,23204.3,3914.1,29,2,High Value
KD-16345,Katherine Ducich,11157.4,2363.0,15,1,Regular
KD-16495,Keith Dawkins,24997.1,5153.4,36,2,High Value
KD-16615,Ken Dana,12348.5,1720.7,24,1,Regular
KD-6270,Karen Daniels,813.1,-1023.5,1,0,Low Value
KD-6345,Katherine Ducich,536.4,65.7,6,0,Low Value
KD-6495,Keith Dawkins,1454.6,333.2,4,0,Low Value
KD-6615,Ken Dana,206.0,30.2,3,0,Low Value
KE-16420,Katrina Edelman,12928.8,1186.1,31,1,Regular
KE-6420,Katrina Edelman,622.4,100.4,4,0,Low Value
KF-16285,Karen Ferguson,15165.3,2976.8,21,2,High Value
KF-6285,Karen Ferguson,3100.2,-591.3,9,0,Low Value
KH-16330,Katharine Harms,15045.8,3205.8,26,2,High Value
KH-16360,Katherine Hughes,9983.7,1542.4,28,1,Regular
KH-16510,Keith Herrera,15340.6,1713.3999999999999,26,1,Regular
KH-16630,Ken Heidel,7221.1,1205.7,27,1,Regular
KH-16690,Kristen Hastings,18158.9,2367.9,39,2,High Value
KH-6330,Katharine Harms,3371.4,405.1,13,0,Low Value
KH-6360,Katherine Hughes,2221.2,300.1,7,0,Low Value
KH-6510,Keith Herrera,1544.3,483.1,7,0,Low Value
KH-6630,Ken Heidel,1795.8,300.4,5,0,Low Value
KH-6690,Kristen Hastings,1695.9,2.999999999999975,7,0,Low Value
KL-16555,Kelly Lampkin,12064.9,581.0,26,1,Regular
KL-16645,Ken Lonsdale,22553.0,812.4000000000001,28,1,Regular
KL-6555,Kelly Lampkin,2184.2,157.60000000000002,7,0,Low Value
KL-6645,Ken Lonsdale,1576.2,-657.6,5,0,Low Value
KM-16225,Kalyca Meade,7754.8,227.2,18,1,Regular
KM-16375,Katherine Murray,16394.6,1194.8,28,1,Regular
KM-16660,Khloe Miller,10785.4,888.4999999999999,29,1,Regular
KM-16720,Kunst Miller,14041.6,1637.3,23,1,Regular
KM-6225,Kalyca Meade,891.3,142.29999999999998,3,0,Low Value
KM-6375,Katherine Murray,2124.9,256.59999999999997,5,0,Low Value
KM-6660,Khloe Miller,188.6,-40.5,3,0,Low Value
KM-6720,Kunst Miller,2928.7,1122.1,3,0,Low Value
KN-16390,Katherine Nockton,19350.5,4068.2000000000003,29,2,High Value
KN-16450,Kean Nguyen,16294.9,2512.8,26,2,High Value
KN-16705,Kristina Nunn,5884.9,935.3,19,1,Regular
KN-6390,Katherine Nockton,318.8,77.3,3,0,Low Value
KN-6450,Kean Nguyen,1767.4,-255.4,8,0,Low Value
KN-6705,Kristina Nunn,4830.8,763.0,5,0,Low Value
KS-16300,Karen Seio,5103.3,1080.0,21,1,Regular
KS-6300,Karen Seio,221.5,33.8,4,0,Low Value
KT-16465,Kean Takahito,15725.0,589.5,32,1,Regular
KT-16480,Kean Thornton,6241.0,-156.1,20,1,Regular
KT-6465,Kean Takahito,1532.1000000000001,397.9,7,0,Low Value
KT-6480,Kean Thornton,2119.8,-461.8,7,0,Low Value
KW-16435,Katrina Willman,15320.1,3025.7999999999997,23,2,High Value
KW-16570,Kelly Williams,9256.5,2191.2999999999997,34,1,Regular
KW-6435,Katrina Willman,427.3,80.89999999999999,4,0,Low Value
KW-6570,Kelly Williams,2577.6,179.7,6,0,Low Value
LA-16780,Laura Armstrong,24273.4,3754.1,34,2,High Value
LA-6780,Laura Armstrong,3589.6,208.29999999999998,12,0,Low Value
LB-16735,Larry Blacks,12686.1,1566.2,29,1,Regular
LB-16795,Laurel Beltran,24590.0,4515.5,31,2,High Value
LB-6735,Larry Blacks,1897.9,98.3,7,0,Low Value
LB-6795,Laurel Beltran,1796.2,-212.20000000000002,8,0,Low Value
LC-16870,Lena Cacioppo,9859.8,1048.1,21,1,Regular
LC-16885,Lena Creighton,17058.7,1325.7,29,1,Regular
LC-16930,Linda Cazamias,11660.6,1932.3,26,1,Regular
LC-16960,Lindsay Castell,11812.4,1365.9,22,1,Regular
LC-17050,Liz Carlisle,12934.0,1150.1,23,1,Regular
LC-17140,Logan Currie,13128.4,1454.3999999999999,30,1,Regular
LC-6870,Lena Cacioppo,1220.5,128.5,8,0,Low Value
LC-6885,Lena Creighton,1828.2,-152.9,9,0,Low Value
LC-6930,Linda Cazamias,5081.0,340.99999999999994,9,0,Low Value
LC-6960,Lindsay Castell,2487.5,54.7,8,0,Low Value
LC-7050,Liz Carlisle,7193.700000000001,1697.7,7,0,Low Value
LC-7140,Logan Currie,2954.5,471.0,6,0,Low Value
LD-16855,Lela Donovan,13361.9,1813.4,30,1,Regular
LD-17005,Lisa DeCherney,11461.699999999999,1252.6000000000001,27,1,Regular
LD-6855,Lela Donovan,2822.7,-326.29999999999995,8,0,Low Value
LD-7005,Lisa DeCherney,361.8,-87.19999999999999,6,0,Low Value
LE-16810,Laurel Elliston,10429.6,1737.3,24,1,Regular
LE-6810,Laurel Elliston,1049.6,287.8,6,0,Low Value
LF-17185,Luke Foster,12864.5,-3700.3,22,0,Low Value
LF-7185,Luke Foster,556.4,55.9,5,0,Low Value
LH-16750,Larry Hughes,7945.0,596.5,22,1,Regular
LH-16900,Lena Hernandez,12098.6,995.5,29,1,Regular
LH-17020,Lisa Hazard,8190.0,1040.7,18,1,Regular
LH-17155,Logan Haushalter,14063.5,749.6999999999999,29,1,Regular
LH-6750,Larry Hughes,745.7,44.10000000000001,5,0,Low Value
LH-6900,Lena Hernandez,840.9000000000001,1.9999999999999887,3,0,Low Value
LH-7020,Lisa Hazard,973.2,297.7,3,0,Low Value
LH-7155,Logan Haushalter,3228.8,770.2,8,0,Low Value
LL-16840,Lauren Leatherbury,11287.9,264.5,26,1,Regular
LL-6840,Lauren Leatherbury,3649.3,630.3,9,0,Low Value
LM-17065,Liz MacKendrick,9249.6,393.8,18,1,Regular
LM-7065,Liz MacKendrick,6280.400000000001,1474.8,4,0,Low Value
LO-17170,Lori Olson,11256.8,2319.6,28,1,Regular
LO-7170,Lori Olson,2281.1,-531.1,7,0,Low Value
LP-17080,Liz Pelletier,7632.1,-262.0,24,1,Regular
LP-17095,Liz Preis,15598.5,2003.2,26,1,Regular
LP-7080,Liz Pelletier,1831.3,-3.5999999999999908,7,0,Low Value
LP-7095,Liz Preis,1011.4,119.5,4,0,Low Value
LR-16915,Lena Radford,22434.6,3604.5,26,2,High Value
LR-17035,Lisa Ryan,16119.1,2166.0,26,2,High Value
LR-6915,Lena Radford,468.7,-232.79999999999998,3,0,Low Value
LR-7035,Lisa Ryan,2677.9,283.3,9,0,Low Value
LS-16945,Linda Southworth,10420.2,-86.70000000000005,20,1,Regular
LS-16975,Lindsay Shagiari,8647.0,1737.5,22,1,Regular
LS-17200,Luke Schmidt,15258.7,1756.3,24,1,Regular
LS-17230,Lycoris Saunders,10577.2,1946.5,24,1,Regular
LS-17245,Lynn Smith,10759.2,1878.3999999999999,24,1,Regular
LS-6945,Linda Southworth,2726.2,18.699999999999967,12,0,Low Value
LS-6975,Lindsay Shagiari,716.1999999999999,40.2,5,0,Low Value
LS-7200,Luke Schmidt,340.7,-102.49999999999999,4,0,Low Value
LS-7230,Lycoris Saunders,1164.4,-569.3,10,0,Low Value
LS-7245,Lynn Smith,953.1,-380.1,6,0,Low Value
LT-16765,Larry Tron,17254.1,3948.8,30,2,High Value
LT-17110,Liz Thompson,12987.0,1382.3,26,1,Regular
LT-6765,Larry Tron,1365.3,265.0,4,0,Low Value
LT-7110,Liz Thompson,8235.1,1764.2,6,0,Low Value
LW-16825,Laurel Workman,9991.0,982.1,20,1,Regular
LW-16990,Lindsay Williams,9111.9,1335.3,23,1,Regular
LW-17125,Liz Willingham,5369.7,518.1999999999999,16,0,Low Value
LW-17215,Luke Weiss,10529.7,994.3,24,1,Regular
LW-6825,Laurel Workman,881.8,166.6,11,0,Low Value
LW-6990,Lindsay Williams,1869.8,151.8,11,0,Low Value
LW-7125,Liz Willingham,2677.3,882.0,9,0,Low Value
LW-7215,Luke Weiss,1521.9,-145.2,5,0,Low Value
MA-17560,Matt Abelman,10814.3,784.0,24,1,Regular
MA-17995,Michelle Arnett,10006.4,889.4,22,1,Regular
MA-7560,Matt Abelman,1628.2,-264.20000000000005,4,0,Low Value
MA-7995,Michelle Arnett,1927.9,213.20000000000002,11,0,Low Value
MB-17305,Maria Bertelson,16729.2,3481.5,27,2,High Value
MB-18085,Mick Brown,14744.0,2236.4,30,2,High Value
MB-7305,Maria Bertelson,4874.7,1140.8,8,0,Low Value
MB-8085,Mick Brown,1703.4,359.7,8,0,Low Value
MC-17275,Marc Crier,11680.1,1463.1,34,1,Regular
MC-17425,Mark Cousins,15055.5,3980.9,30,2,High Value
MC-17575,Matt Collins,14281.8,966.1000000000001,33,1,Regular
MC-17590,Matt Collister,10119.0,1337.5,25,1,Regular
MC-17605,Matt Connell,13019.4,1296.1,26,1,Regular
MC-17635,Matthew Clasen,21113.4,3529.4,34,2,High Value
MC-17845,Michael Chen,14948.1,1064.5,31,1,Regular
MC-18100,Mick Crebagga,11353.7,130.79999999999995,33,1,Regular
MC-18130,Mike Caudle,8533.0,717.5,23,1,Regular
MC-7275,Marc Crier,4301.1,650.3000000000001,5,0,Low Value
MC-7425,Mark Cousins,1489.8,-1129.3,5,0,Low Value
MC-7575,Matt Collins,3619.2,783.5,8,0,Low Value
MC-7590,Matt Collister,1554.2,569.5,3,0,Low Value
MC-7605,Matt Connell,208.4,70.7,2,0,Low Value
MC-7635,Matthew Clasen,695.2,113.7,4,0,Low Value
MC-7845,Michael Chen,991.6999999999999,148.6,4,0,Low Value
MC-8100,Mick Crebagga,659.3,205.5,3,0,Low Value
MC-8130,Mike Caudle,826.5,79.5,5,0,Low Value
MD-17350,Maribeth Dona,16455.6,1041.0,30,1,Regular
MD-17860,Michael Dominguez,15575.800000000001,1596.4,28,1,Regular
MD-7350,Maribeth Dona,1374.3,189.9,6,0,Low Value
MD-7860,Michael Dominguez,6853.5,2176.1,5,0,Low Value
ME-17320,Maria Etezadi,24527.2,3359.7,30,2,High Value
ME-17725,Max Engle,7839.8,323.6,28,1,Regular
ME-18010,Michelle Ellison,10547.7,639.5999999999999,27,1,Regular
ME-7320,Maria Etezadi,1720.1000000000001,58.80000000000001,10,0,Low Value
ME-7725,Max Engle,2083.9,349.8,11,0,Low Value
ME-8010,Michelle Ellison,160.5,15.9,1,0,Low Value
MF-17665,Maureen Fritzler,13366.9,1417.3,29,1,Regular
MF-18250,Monica Federle,20425.4,2272.4,32,2,High Value
MF-7665,Maureen Fritzler,161.9,3.4000000000000004,3,0,Low Value
MF-8250,Monica Federle,1517.8,301.0,6,0,Low Value
MG-17650,Matthew Grinstein,12717.3,2178.1,21,1,Regular
MG-17680,Maureen Gastineau,16061.9,892.5,28,1,Regular
MG-17695,Maureen Gnade,16221.6,760.6999999999998,25,1,Regular
MG-17875,Michael Grace,14453.2,-133.5,33,1,Regular
MG-17890,Michael Granlund,13162.3,-977.0999999999999,29,1,Regular
MG-18145,Mike Gockenbach,18147.7,4668.200000000001,24,2,High Value
MG-18205,Mitch Gastineau,16362.7,1540.0,29,1,Regular
MG-7650,Matthew Grinstein,301.7,27.2,1,0,Low Value
MG-7680,Maureen Gastineau,4298.4,-151.3,9,0,Low Value
MG-7695,Maureen Gnade,2104.5,84.89999999999999,7,0,Low Value
MG-7875,Michael Grace,80.2,15.9,1,0,Low Value
MG-7890,Michael Granlund,19.1,-22.5,1,0,Low Value
MG-8145,Mike Gockenbach,5229.1,1790.5,3,0,Low Value
MG-8205,Mitch Gastineau,1649.2,282.20000000000005,7,0,Low Value
MH-17290,Marc Harrigan,13718.9,1950.5,25,1,Regular
MH-17440,Mark Haberlin,7945.1,771.5,25,1,Regular
MH-17455,Mark Hamilton,9974.2,156.0,27,1,Regular
MH-17620,Matt Hagelstein,11038.8,106.99999999999997,20,1,Regular
MH-17785,Maya Herman,11676.0,1185.1,26,1,Regular
MH-18025,Michelle Huthwaite,11754.1,1010.7,19,1,Regular
MH-18115,Mick Hernandez,12016.9,1250.7,26,1,Regular
MH-7290,Marc Harrigan,1685.3,365.5,3,0,Low Value
MH-7440,Mark Haberlin,3357.7999999999997,780.5,8,0,Low Value
MH-7455,Mark Hamilton,4747.3,371.20000000000005,10,0,Low Value
MH-7620,Matt Hagelstein,1179.8,167.9,7,0,Low Value
MH-7785,Maya Herman,1914.7,285.6,9,0,Low Value
MH-8025,Michelle Huthwaite,1095.3,-149.7,9,0,Low Value
MH-8115,Mick Hernandez,1260.7,237.6,7,0,Low Value
MJ-17740,Max Jones,15348.0,2054.6,26,1,Regular
MJ-7740,Max Jones,1136.8,382.90000000000003,4,0,Low Value
MK-17905,Michael Kennedy,13202.2,-139.40000000000003,31,1,Regular
MK-18160,Mike Kennedy,10043.4,317.70000000000005,20,1,Regular
MK-7905,Michael Kennedy,1244.8999999999999,-71.29999999999998,11,0,Low Value
MK-8160,Mike Kennedy,2697.4,440.90000000000003,10,0,Low Value
ML-17395,Marina Lichtenstein,14507.4,1142.3,25,1,Regular
ML-17410,Maris LaWare,14982.1,1338.7,30,1,Regular
ML-17755,Max Ludwig,14424.9,1577.3,28,1,Regular
ML-18040,Michelle Lonsdale,8678.0,1647.1,19,1,Regular
ML-18265,Muhammed Lee,14674.1,2037.5,26,1,Regular
ML-7395,Marina Lichtenstein,1049.5,142.0,7,0,Low Value
ML-7410,Maris LaWare,193.10000000000002,-184.4,3,0,Low Value
ML-7755,Max Ludwig,1108.5,260.4,7,0,Low Value
ML-8040,Michelle Lonsdale,1690.8,315.9,7,0,Low Value
ML-8265,Muhammed Lee,1170.7,276.7,9,0,Low Value
MM-17260,Magdelene Morse,15713.9,3160.1,26,2,High Value
MM-17920,Michael Moore,20383.6,1824.3000000000002,33,2,High Value
MM-18055,Michelle Moray,11163.7,1901.3,25,1,Regular
MM-18280,Muhammed MacIntyre,7134.599999999999,1877.0,25,1,Regular
MM-7260,Magdelene Morse,5510.3,1220.4,5,0,Low Value
MM-7920,Michael Moore,1350.1000000000001,234.8,6,0,Low Value
MM-8055,Michelle Moray,1924.8999999999999,-638.5,8,0,Low Value
MM-8280,Muhammed MacIntyre,3586.7,289.2000000000001,10,0,Low Value
MN-17935,Michael Nguyen,12871.3,1517.6,21,1,Regular
MN-7935,Michael Nguyen,2175.4,-125.10000000000001,6,0,Low Value
MO-17500,Mary O'Rourke,10314.6,573.4999999999999,24,1,Regular
MO-17800,Meg O'Connel,13709.4,2639.1,25,2,High Value
MO-17950,Michael Oakman,4527.7,34.1,14,0,Low Value
MO-7500,Mary O'Rourke,810.8000000000001,-54.6,5,0,Low Value
MO-7800,Meg O'Connel,4294.3,465.4,9,0,Low Value
MO-7950,Michael Oakman,933.3,252.0,3,0,Low Value
MP-17470,Mark Packer,12928.800000000001,2231.5,28,1,Regular
MP-17965,Michael Paige,17228.9,1455.6000000000001,39,1,Regular
MP-18175,Mike Pelletier,22045.7,455.6,36,1,Regular
MP-7470,Mark Packer,58.1,-58.4,2,0,Low Value
MP-7965,Michael Paige,566.9,177.4,8,0,Low Value
MP-8175,Mike Pelletier,2169.1,77.20000000000002,6,0,Low Value
MR-17545,Mathew Reese,19246.6,3061.0,23,2,High Value
MR-7545,Mathew Reese,2325.4,650.1,6,0,Low Value
MS-17365,Maribeth Schnelling,20317.3,3299.9,34,2,High Value
MS-17530,MaryBeth Skach,13334.9,2150.6,25,1,Regular
MS-17710,Maurice Satty,8500.9,1057.6,26,1,Regular
MS-17770,Maxwell Schwartz,17383.2,2685.4,36,2,High Value
MS-17830,Melanie Seite,11783.699999999999,1765.6,26,1,Regular
MS-17980,Michael Stewart,16210.8,834.5999999999999,27,1,Regular
MS-7365,Maribeth Schnelling,1365.5,228.9,5,0,Low Value
MS-7530,MaryBeth Skach,1456.8,-163.0,8,0,Low Value
MS-7710,Maurice Satty,1529.5,94.7,8,0,Low Value
MS-7770,Maxwell Schwartz,538.6,166.1,6,0,Low Value
MS-7830,Melanie Seite,4323.1,294.79999999999995,8,0,Low Value
MS-7980,Michael Stewart,1654.7,412.6,5,0,Low Value
MT-17815,Meg Tillman,13845.5,1295.3,27,1,Regular
MT-18070,Michelle Tran,10920.5,1203.9,24,1,Regular
MT-7815,Meg Tillman,1500.7,-501.40000000000003,6,0,Low Value
MT-8070,Michelle Tran,6851.8,-2991.7000000000003,7,0,Low Value
MV-17485,Mark Van Huff,10563.6,1650.6,27,1,Regular
MV-18190,Mike Vittorini,15577.0,1179.1000000000001,30,1,Regular
MV-7485,Mark Van Huff,952.6,159.7,5,0,Low Value
MV-8190,Mike Vittorini,3994.9,181.39999999999995,8,0,Low Value
MW-18220,Mitch Webber,20592.4,3596.4,28,2,High Value
MW-18235,Mitch Willingham,17933.3,-179.99999999999991,24,1,Regular
MW-8220,Mitch Webber,2476.5,490.20000000000005,8,0,Low Value
MW-8235,Mitch Willingham,1070.8,325.6,6,0,Low Value
MY-17380,Maribeth Yedwab,14724.0,2926.0,28,2,High Value
MY-18295,Muhammed Yedwab,25571.0,2553.6,29,2,High Value
MY-7380,Maribeth Yedwab,1745.6999999999998,633.1999999999999,4,0,Low Value
MY-8295,Muhammed Yedwab,4072.3,88.80000000000003,10,0,Low Value
MZ-17335,Maria Zettner,14463.9,1794.6,26,1,Regular
MZ-17515,Mary Zewe,13384.2,1454.3,25,1,Regular
MZ-7335,Maria Zettner,3494.3,459.8,5,0,Low Value
MZ-7515,Mary Zewe,3193.2,428.4,9,0,Low Value
NB-18580,Nicole Brennan,4875.6,-105.20000000000002,10,0,Low Value
NB-18655,Nona Balk,9647.1,1537.4,22,1,Regular
NB-8580,Nicole Brennan,1059.6000000000001,-586.2,7,0,Low Value
NB-8655,Nona Balk,434.6,-83.60000000000001,5,0,Low Value
NC-18340,Nat Carroll,13905.6,-996.4000000000001,22,1,Regular
NC-18415,Nathan Cano,9255.9,-771.7000000000002,19,1,Regular
NC-18535,Nick Crebassa,11054.3,1415.4,22,1,Regular
NC-18625,Noah Childs,16901.6,2229.8,29,2,High Value
NC-8340,Nat Carroll,2708.1,535.3000000000001,9,0,Low Value
NC-8415,Nathan Cano,1503.5,46.49999999999998,5,0,Low Value
NC-8535,Nick Crebassa,1251.1,-79.7,7,0,Low Value
NC-8625,Noah Childs,442.3,33.0,2,0,Low Value
ND-18370,Natalie DeCherney,10912.8,1970.1000000000001,23,1,Regular
ND-18460,Neil Ducich,12061.4,2197.2,22,1,Regular
ND-8370,Natalie DeCherney,2790.2,650.1,6,0,Low Value
ND-8460,Neil Ducich,2722.9,971.5,10,0,Low Value
NF-18385,Natalie Fritzler,28044.9,1362.3000000000002,32,2,High Value
NF-18475,Neil Französisch,10631.0,2633.7999999999997,22,1,Regular
NF-18595,Nicole Fjeld,10535.5,1438.9,22,1,Regular
NF-8385,Natalie Fritzler,3736.8,180.60000000000002,11,0,Low Value
NF-8475,Neil Französisch,2019.1,286.3,7,0,Low Value
NF-8595,Nicole Fjeld,1732.0,-67.39999999999998,5,0,Low Value
NG-18355,Nat Gilpin,9262.9,1826.6,21,1,Regular
NG-18430,Nathan Gelder,18970.5,3320.6,28,2,High Value
NG-8355,Nat Gilpin,2746.5,979.7,7,0,Low Value
NG-8430,Nathan Gelder,3749.9,890.5,8,0,Low Value
NH-18610,Nicole Hansen,19182.2,3867.9,22,2,High Value
NH-8610,Nicole Hansen,2121.7000000000003,207.8,6,0,Low Value
NK-18490,Neil Knudson,11483.5,2309.2,24,1,Regular
NK-8490,Neil Knudson,2395.3,731.0,4,0,Low Value
NL-18310,Nancy Lomonaco,10587.6,-592.8999999999999,25,1,Regular
NL-8310,Nancy Lomonaco,251.29999999999998,26.400000000000006,2,0,Low Value
NM-18445,Nathan Mautz,20223.1,5095.5,32,2,High Value
NM-18520,Neoma Murray,12328.9,2631.0,27,2,High Value
NM-8445,Nathan Mautz,4053.8,693.9,9,0,Low Value
NM-8520,Neoma Murray,1540.5,511.5,1,0,Low Value
NP-18325,Naresj Patel,11778.5,1773.0,25,1,Regular
NP-18670,Nora Paige,12838.9,2741.6,19,2,High Value
NP-18685,Nora Pelletier,11363.7,308.1,30,1,Regular
NP-18700,Nora Preis,14036.6,609.5999999999999,27,1,Regular
NP-8325,Naresj Patel,1336.7,31.49999999999999,8,0,Low Value
NP-8670,Nora Paige,2872.1,294.1,6,0,Low Value
NP-8685,Nora Pelletier,4994.8,1250.7,4,0,Low Value
NP-8700,Nora Preis,1880.7,-234.09999999999997,6,0,Low Value
NR-18550,Nick Radford,10993.2,1206.9,26,1,Regular
NR-8550,Nick Radford,1898.6000000000001,462.9,8,0,Low Value
NS-18505,Neola Schneider,14834.4,479.4,25,1,Regular
NS-18640,Noel Staavos,14866.0,1116.2,37,1,Regular
NS-8505,Neola Schneider,963.0,-1166.5,5,0,Low Value
NS-8640,Noel Staavos,1771.5,-297.20000000000005,8,0,Low Value
NW-18400,Natalie Webber,15326.9,2085.2,26,1,Regular
NW-8400,Natalie Webber,7046.7,1736.1999999999998,7,0,Low Value
NZ-18565,Nick Zandusky,19941.7,2257.8,26,2,High Value
NZ-8565,Nick Zandusky,328.7,-166.5,4,0,Low Value
ON-18715,Odella Nelson,17764.100000000002,3779.0,33,2,High Value
ON-8715,Odella Nelson,1507.4,-995.8,5,0,Low Value
OT-18730,Olvera Toch,19494.0,1797.8999999999999,32,2,High Value
OT-8730,Olvera Toch,265.2,33.3,4,0,Low Value
PA-19060,Pete Armstrong,6723.1,647.8,21,1,Regular
PA-9060,Pete Armstrong,3670.7,907.4,6,0,Low Value
PB-18805,Patrick Bzostek,12075.5,1479.7,19,1,Regular
PB-19105,Peter Bühler,8088.0,1615.5,16,1,Regular
PB-19150,Philip Brown,7907.6,460.6,33,1,Regular
PB-19210,Phillip Breyer,18967.8,2313.8,27,2,High Value
PB-8805,Patrick Bzostek,2787.7,263.50000000000006,9,0,Low Value
PB-9105,Peter Bühler,1808.1,320.4,4,0,Low Value
PB-9150,Philip Brown,3478.4,811.9000000000001,10,0,Low Value
PB-9210,Phillip Breyer,5301.9,-909.6999999999999,7,0,Low Value
PC-18745,Pamela Coakley,10693.7,-904.4,21,1,Regular
PC-19000,Pauline Chand,9474.1,519.5,18,1,Regular
PC-8745,Pamela Coakley,1246.6,484.20000000000005,5,0,Low Value
PC-9000,Pauline Chand,1160.5,313.9,4,0,Low Value
PF-19120,Peter Fuller,27993.3,623.4,28,1,Regular
PF-19165,Philip Fox,16018.9,1486.6,36,1,Regular
PF-19225,Phillip Flathmann,11915.2,1613.7,30,1,Regular
PF-9120,Peter Fuller,1883.0,439.8,10,0,Low Value
PF-9165,Philip Fox,2007.7,422.59999999999997,7,0,Low Value
PF-9225,Phillip Flathmann,1474.4,-672.5999999999999,7,0,Low Value
PG-18820,Patrick Gardner,14636.2,1626.9,35,1,Regular
PG-18895,Paul Gonzalez,13942.4,1270.2,28,1,Regular
PG-8820,Patrick Gardner,1846.6,348.2,6,0,Low Value
PG-8895,Paul Gonzalez,1981.1000000000001,350.2,6,0,Low Value
PH-18790,Patricia Hirasaki,9435.6,2390.0,19,1,Regular
PH-8790,Patricia Hirasaki,1747.0,353.6,8,0,Low Value
PJ-18835,Patrick Jones,13639.4,4889.5,19,2,High Value
PJ-19015,Pauline Johnson,9231.1,1212.7,22,1,Regular
PJ-8835,Patrick Jones,801.6,-870.3,6,0,Low Value
PJ-9015,Pauline Johnson,6612.699999999999,889.9,8,0,Low Value
PK-18910,Paul Knutson,7282.5,319.40000000000003,16,0,Low Value
PK-19075,Pete Kriz,17669.3,2169.7999999999997,29,2,High Value
PK-8910,Paul Knutson,948.4,-627.5,4,0,Low Value
PK-9075,Pete Kriz,992.9,-505.8,3,0,Low Value
PL-18925,Paul Lucas,14256.8,1783.1,20,1,Regular
PL-8925,Paul Lucas,759.3000000000001,223.6,3,0,Low Value
PM-18940,Paul MacIntyre,12893.3,926.4999999999999,23,1,Regular
PM-19135,Peter McVee,9857.9,649.1,22,1,Regular
PM-8940,Paul MacIntyre,1448.8,252.0,9,0,Low Value
PM-9135,Peter McVee,1429.4,369.9,6,0,Low Value
PN-18775,Parhena Norris,11370.5,1729.8,33,1,Regular
PN-8775,Parhena Norris,1522.2,475.7,5,0,Low Value
PO-18850,Patrick O'Brill,25274.7,3249.4,41,2,High Value
PO-18865,Patrick O'Donnell,21051.2,4698.4,35,2,High Value
PO-19180,Philisse Overcash,16753.4,2556.8,24,2,High Value
PO-19195,Phillina Ober,10872.2,-1667.6,21,1,Regular
PO-8850,Patrick O'Brill,1433.0,529.1,4,0,Low Value
PO-8865,Patrick O'Donnell,2973.2,-80.69999999999997,6,0,Low Value
PO-9180,Philisse Overcash,1231.2,-381.0,9,0,Low Value
PO-9195,Phillina Ober,8227.5,641.5,8,0,Low Value
PP-18955,Paul Prost,21884.8,2902.5,30,2,High Value
PP-8955,Paul Prost,359.0,-214.6,3,0,Low Value
PR-18880,Patrick Ryan,13243.4,1363.0,29,1,Regular
PR-8880,Patrick Ryan,1085.5,-953.9,5,0,Low Value
PS-18760,Pamela Stobb,15926.6,1485.1,28,1,Regular
PS-18970,Paul Stevenson,18222.600000000002,2205.3,33,2,High Value
PS-19045,Penelope Sewall,29252.6,4425.8,26,2,High Value
PS-8760,Pamela Stobb,1706.3,-192.40000000000003,5,0,Low Value
PS-8970,Paul Stevenson,1395.8999999999999,-371.2,4,0,Low Value
PS-9045,Penelope Sewall,829.4,-87.5,7,0,Low Value
PT-19090,Pete Takahito,8371.0,216.3,25,1,Regular
PT-9090,Pete Takahito,4686.1,392.90000000000003,5,0,Low Value
PV-18985,Paul Van Hugh,12540.8,2530.8,28,2,High Value
PV-8985,Paul Van Hugh,6390.7,1524.5,6,0,Low Value
PW-19030,Pauline Webber,12810.4,2322.5,31,1,Regular
PW-19240,Pierre Wener,7186.4,1836.9,24,1,Regular
PW-9030,Pauline Webber,1080.9,-377.7,7,0,Low Value
PW-9240,Pierre Wener,1237.5,104.80000000000001,7,0,Low Value
QJ-19255,Quincy Jones,18193.1,2407.8,23,2,High Value
QJ-9255,Quincy Jones,387.1,-164.3,5,0,Low Value
RA-19285,Ralph Arnett,16816.6,4133.1,24,2,High Value
RA-19885,Ruben Ausman,15435.8,3419.5,23,2,High Value
RA-19915,Russell Applegate,20975.4,2078.8,27,2,High Value
RA-19945,Ryan Akin,11696.3,679.1,23,1,Regular
